"SourceFile","AtlasPage","CellIndex","Row","Column","Width","Height","SHA256","CanonicalVisualSource","ExactDuplicate"
"429.png","7","49","7","1","32","32","41EFBC30B4E10FE46AEF34B15AC7FCF5446AFADE58D0EFA29727E17125B0C4F5","429.png","False"
"430.png","7","50","7","2","32","32","5C8025A78C69822AC3A69E641AFB85A05008BAC6A8287C9193C04CE9F73BE12A","430.png","False"
"431.png","7","51","7","3","32","32","3141E5F39B3677BC0881E9A176D9F57F0EBA4591C252BD891D71BEE6FE4626D7","431.png","False"
"432.png","7","52","7","4","32","32","CE364C0F7233306B5F6D551FAF97EB09E04355034F6194BC9029C992064CE1F1","432.png","False"
"433.png","7","53","7","5","32","32","9F9C21AC8C0D16C062305D8F5A7770A6C3DBA45B6892F258DDCF9B6410EBB696","433.png","False"
"434.png","7","54","7","6","32","32","67CAB4DA4892FF2A2BD53BCFF499AFB218D7F566A7BACC12DD60FF447107A6BC","434.png","False"
"435.png","7","55","7","7","32","32","D64AA7DD1C447FAA9F21C5435217CAA4CBEF8259D3A447EA402DCC5DF3979EF4","435.png","False"
"436.png","7","56","7","8","32","32","2F6FC72345D0A2AEB0CDB707BF05FB3CA1A67B05623895B4E0418A94971F480A","436.png","False"
"437.png","7","57","8","1","32","32","3DB7814E16D37F7239E1D89E15A04739F7A6B31E9AD03FDE8CEAB8CED90E3A1E","437.png","False"
"438.png","7","58","8","2","32","32","7EAA43F02424E2CD0B546D529677B7F80933CD903431A22364103D7386B2EA39","438.png","False"
"439.png","7","59","8","3","32","32","4CAA71F6238303ABDAAD329CCB31F2B31CFDFAC341BBECDB95F668F99D1BB062","439.png","False"
"440.png","7","60","8","4","32","32","D33CFB38DF0E5D3BC7098786646E6D81436B7F4F2595B86F80909B56A5DEC55F","440.png","False"
"441.png","7","61","8","5","32","32","8F17C84BA3A146B609FB2F875FDFD38CE8CE4900A42C056E649D03EB9D6060D2","441.png","False"
"442.png","7","62","8","6","32","32","764A6F90EF94698FC113109954B5C90290E45E1D8ACA23AA07B63F159A5A9658","442.png","False"
"443.png","7","63","8","7","32","32","5C600482DE4B8A9EBF095AF3EA6AD7D7FEE6867B66BA850207522E23A46374C0","443.png","False"
"444.png","7","64","8","8","32","32","1BCC126AEFB45227A6A6569F2E1B2C1810E721E9CFC181973542528F4747E72D","444.png","False"
"445.png","8","1","1","1","32","32","21F9CAEB1818886EF52B8F21E1F8453D5BB16C5F08DF4A79247C459F914336E6","445.png","False"
"446.png","8","2","1","2","32","32","AA034BDA7B51F35708D1B24B628A9503151BAB134865DFBC4ECD00D0C6720775","446.png","False"
"447.png","8","3","1","3","32","32","D09B94D35B22BE043D69138F9FAC52A1D13B026ADC1C6241305DFC09D8A68C18","447.png","False"
"448.png","8","4","1","4","32","32","910D3E0F79537CCBC5DB680DC290408B8477EB8E21BC4591DFAC95F632B6EB14","391.png","True"
"449.png","8","5","1","5","32","32","F1110FB72E6E9E10DA556BB0A395A24F6058BBE0FAD2F114C98830327F7A7D18","392.png","True"
"450.png","8","6","1","6","32","32","433027F2F6877B97CA68C0DA597D0A6BB293A37CF0CE6EA0E15A649E9389F929","393.png","True"
"451.png","8","7","1","7","32","32","D7B6F87C3BA7B7A858104CC1FD1846B84D15B0AD9A7FFFAB86409AAB2E8BA013","394.png","True"
"452.png","8","8","1","8","32","32","F1EE01F98D7F35357C2860EFE3711EF2461DDC81181F58CF0E740C193F37E6EF","395.png","True"
"453.png","8","9","2","1","32","32","2EEAE8BEBBB957447C1D3749946883B70C80AD77599A58534B8C6DE34DDB2BD1","453.png","False"
"454.png","8","10","2","2","32","32","034A1A4ECD3C44C848073E46C2B92014DD5869FEF630F5B0ADF62B00CF4A3A8D","454.png","False"
"455.png","8","11","2","3","32","32","A33DEA63E98BDAB28F3D9C72CA5D1DC0D527D2B8205333BE1713FCD28C120638","409.png","True"
"456.png","8","12","2","4","32","32","3C47BDE3CC6FCAA7F8227BB4214D50396DC5133D382718FA7338AC59F0F0DB31","456.png","False"
"457.png","8","13","2","5","32","32","76DD710443E77DE886AA52608D6416765209133483A7A251321921B29A45CC0A","457.png","False"
"458.png","8","14","2","6","32","32","A6A384F66E65AE3C52AB05F5ACAC6251AB40000167A954772C0D79D07F99F866","458.png","False"
"459.png","8","15","2","7","32","32","B194FEE8B753BC3359D2E2E496339EEE914E046D0F837344CC5C1F2842640E3C","459.png","False"
"460.png","8","16","2","8","32","32","DD08FA85B52E42915FEA136C9B2175D4097128ACEEF359FB6797DC016111CDA7","460.png","False"
"461.png","8","17","3","1","32","32","7E23F91C82C05145185C72CF5790C69081A48B9D86A4A78FEFC218E6BB0DC0D8","461.png","False"
"462.png","8","18","3","2","32","32","64771BD1C5B7DC4F86B623C4BA509E5D12D14BB21FDDC44C4C04EF742E9E612F","462.png","False"
"463.png","8","19","3","3","32","32","BA93807A27E6258A53462CCBDF32EC12D49C2A29D4FD1E170DEA202BCFAF26AC","463.png","False"
"464.png","8","20","3","4","32","32","250C6E827212EEF0688166F1E4ABAB771AB4A239425A21B6AD08C19346EF8BE5","464.png","False"
"465.png","8","21","3","5","32","32","5F7566A23E12677D50D4180F6951B32633EA4BFD0E49160D2D53E33F1C1F9807","465.png","False"
"466.png","8","22","3","6","32","32","17A102E705F251DEF466B77E761E126F4AC51EF260EDD51D0E021700064D7BFE","466.png","False"
"467.png","8","23","3","7","32","32","90DA976256DAFBCF5ACC76FEC5F9C37A82CFBD316E8BF58D14DF4DCC9D2DC974","467.png","False"
"468.png","8","24","3","8","32","32","1BECCB4BEE2C7502C86B3704FAFC44FB95C3DF3A1465C30D0DA807995516D228","468.png","False"
"469.png","8","25","4","1","32","32","BB757759EE507DACC038B1C2DB494A86E6C9E499F63A33C5E85E0B9D35B54AEE","469.png","False"
"470.png","8","26","4","2","32","32","A3FBF9CEA7CE938358DADBBE52EC3BDCC1ADE1831AF3DC8FC0908F1E8EBDB3FE","470.png","False"
"471.png","8","27","4","3","32","32","05DE6D9541AD90A9CC8F10685C2C9510BC5804BB9BC6753A7256205F0F97BE00","471.png","False"
"472.png","8","28","4","4","32","32","3D7CDD5F7987A96F363AD189BC88B1D15F2357CA1B5A45328A5EE91081339E84","472.png","False"
"473.png","8","29","4","5","32","32","BE8D762E7C42B1D8420FB0DF2365AEC21F6FA7E94AD712084B97BBAC95B3E894","473.png","False"
"474.png","8","30","4","6","32","32","F4B80086D7050808B60158E9EC8D9D80A36C063220D094C0372BF1B2B2513A24","474.png","False"
"475.png","8","31","4","7","32","32","34DEA8C9E807F14B5A6CEDEB7AA6FBB8223617B31A0E4D8447B89401735BFD7F","475.png","False"
"476.png","8","32","4","8","32","32","B0D91D6EC7043E93949AB62374D7BA47C9E55239E1D2A00B64D1FEEA00ED2DF4","476.png","False"
"477.png","8","33","5","1","32","32","6C3689A5972FF019861A13B72214C3C255A1D4432AB0291DE5BF5541F1EE2ACA","477.png","False"
